,Date,Country,City,Killed,Injured,Description
14684,12/26/2010,Pakistan,Mastung,1,0,A truck driver's life is snuffed out by Islamist snipers.
14685,12/27/2010,Pakistan,Karachi,5,3,A young girl is among three people shot to death in separate sectarian attacks.
14686,12/27/2010,Iraq,Dujail,1,1,Jihadi bombers take down a Catholic woman and injure a family member.
14687,12/27/2010,Iraq,Ramadi,17,40,"Twin suicide bombers take down seventeen Iraqis, including women and children waiting in line."
14688,12/27/2010,Afghanistan,Kandahar,3,26,A Taliban car bombing outside a bank leaves three people dead.
14689,12/28/2010,Somalia,Bakara,8,32,Eight civilians are crushed to death by an Islamist rocket attack on their market.
14690,12/28/2010,Nigeria,Maiduguri,3,0,Boko Haram Islamists kill three people at a hospital.
14691,12/28/2010,Afghanistan,Paktika,1,7,An Afghan security official is taken down by a Shahid suicide bomber.
14692,12/28/2010,Pakistan,Sohbatpur,3,0,Three member of a family are murdered in a suspected sectarian attack.
14693,12/28/2010,Pakistan,Karachi,1,0,Tehreek-e-Taliban militants shoot a tea vender to death in his stall.
14694,12/28/2010,Iraq,Mosul,5,3,Five Iraqis are blown to bits in a car bomb blast.
14695,12/28/2010,Iraq,Tarmiah,5,0,Terrorists abduct and execute five men.
14696,12/28/2010,Thailand,Pattani,2,0,A Buddhist man and his wife are machine-gunned by Islamic terrorists in front of their home.
14697,12/28/2010,Thailand,Pattani,1,0,Muslims shoot a Buddhist civilian to death as he is riding his motorcycle.
14698,12/28/2010,Thailand,Narathiwat,2,0,A man and his elderly father are murdered by Islamic gunmen.
14699,12/29/2010,Pakistan,Khyber,1,2,A truck driver is taken down by a Muslim ambush.
14700,12/29/2010,Iraq,Mosul,4,4,A police chief and three others are cut down by three al-Qaeda suicide bombers.
14701,12/29/2010,Philippines,Mindanao,1,1,"Muslim separatists toss a grenade into an army outpost, killing one."
14702,12/30/2010,Iraq,Kirkuk,1,0,Sunni terrorists gun down a man in his garden.
14703,12/30/2010,Pakistan,Sindh,3,0,Three intelligence personnel are killed in a suspected Taliban ambush.
14704,12/30/2010,Iraq,Baghdad,2,13,Coordinated Mujahideen attacks against Christian families leave at least two dead.
14705,12/30/2010,Afghanistan,Helmand,14,4,"The Taliban bomb a minibus packed with civilians, taking down at least fourteen."
14706,12/30/2010,Nigeria,Dala,4,8,Four people are murdered by Boko Haram Islamists.
14707,12/31/2010,Afghanistan,Zabul,1,6,A civilian bleeds out following a Taliban attack.
14708,12/31/2010,Nigeria,Abuja,4,12,"Proponents of Islamic law detonate a bomb at a packed market, killing at least four patrons."
14709,12/31/2010,Somalia,Mogadishu,4,10,Four civilians are caught in the crossfire during an al-Shabaab ambush along a city street.
14710,12/31/2010,Afghanistan,Gulistan,1,0,A religious fanatic with a sniper rifle kills an Italian soldier at his base.
14711,1/1/2011,Afghanistan,Helmand,1,0,Religious extremists at a mosque murder a British soldier.
14712,1/1/2011,Somalia,Mogadishu,19,25,Children are among at least nineteen civilians cut down by an al-Shabaab ambush along a city street.
14713,1/1/2011,India,Ramban,2,0,Lashkar-e-Toiba abduct and murder two border policemen.
14714,1/1/2011,Iraq,Baqubah,1,1,A woman dies from a bombing in her own home.
14715,1/1/2011,Iraq,Baghdad,2,0,Terrorists shoot two Iraqis to death in their car.
14716,1/1/2011,Egypt,Alexandra,23,77,Twenty-three parishioners are incinerated by a Shahid suicide bomb attack on a New Year's Day church mass.
14717,1/1/2011,Thailand,Narathiwat,2,8,Two cops are killed while trying to defuse an Islamic marketplace bomb.
14718,1/2/2011,Dagestan,Makhachkala,1,0,A folk healer is murdered by Islamists.
14719,1/2/2011,Iraq,Balad,1,9,One young man is killed by a bombing attack on the family home of a secular judge.
14720,1/2/2011,Iraq,Qayara,2,3,A car bomb attack leaves two people dead.
14721,1/2/2011,Iraq,Kirukuk,1,0,"A man is abducted, tortured and murdered by suspected al-Qaeda."
14722,1/2/2011,Philippines,Mamasapano,1,3,"Muslim rebels open fire on a family home, killing the father and injuring his wife and children."
14723,1/2/2011,Philippines,Maguindanao,2,3,A Christian farmer is gunned down while driving home.
14724,1/3/2011,Maldives,Male,0,1,Islamists stab a female activist in the back for opposing Sharia.
14725,1/3/2011,Afghanistan,Baghlan,4,2,"Hardliners attack a rival mosque, shooting four people to death."
14726,1/3/2011,Afghanistan,Herat,1,5,A civilian is taken down by Taliban bombers.
14727,1/3/2011,Iraq,Baghdad,1,0,A Christian woman who survived an Islamist church massacre a few weeks earlier is shot to death in her sleep.
14728,1/3/2011,Pakistan,Orakzai,1,0,The Taliban decapitate a hostage with a knife.
14729,1/3/2011,Iraq,Baqubah,3,26,A Fedayeen suicide car bomber takes out three Iraqis.
14730,1/3/2011,Iraq,Baghdad,4,2,Four people are shot to death by Islamic insurgents.
14731,1/4/2011,Kyrgyzstan,Bishkek,4,0,Four security personnel at a checkpoint are machine-gunned to death by religious extremists.
14732,1/4/2011,Dagestan,Makhachkala,1,0,A Muslim sniper takes down a local cop.
14733,1/4/2011,Afghanistan,Kabul,1,2,An Afghan is killed by a remote-controlled bomb hidden in a rice sack.
14734,1/4/2011,Iraq,Duluiya,2,0,Jihadis take down two teenagers with an IED.
14735,1/4/2011,Iraq,Balad,2,0,Two brothers are disassembled by a bomb.
14736,1/4/2011,Pakistan,Islamabad,1,0,A regional governor is assassinated at a cafe for appealing on behalf of a Christian woman jailed for blasphemy.
14737,1/5/2011,Pakistan,South Waziristan,3,0,Islamic militants incinerate three members of a family with a roadside bomb.
14738,1/5/2011,Iraq,Baghdad,1,2,A civilian is murdered by Jihadi bombers.
14739,1/6/2011,Somalia,Goobweyne,1,0,A 20-year-old mentally ill man is executed by al-Shabaab gunmen.
14740,1/7/2011,Somalia,Warbhigly,1,0,Islamic militants slit the throat of a Christian mother of four.
14741,1/7/2011,Iraq,Nasariya,2,3,Car bombers take down two members of a Shia family.
14742,1/7/2011,Yemen,Abyan,4,2,An al-Qaeda ambush leaves four people dead.
14743,1/7/2011,Afghanistan,Spin Boldak,17,23,A suicide bomber at a bath house sends seventeen souls to Allah.
14744,1/7/2011,Iraq,Hussainya,5,1,Three children are among five members of a family brutally murdered in a pre-dawn home invasion.
14745,1/7/2011,Yemen,Lawder,13,0,At least a dozen local soldiers riding in a water supply convoy are machine-gunned to death by al-Qaeda.
14746,1/7/2011,Thailand,Narathiwat,1,0,A villager is shot to death by Islamic 'separatists'.
14747,1/7/2011,Somalia,Hosingo,1,0,A goat herder is shot in the head by al-Shabaab for refusing to pay zakat.
14748,1/7/2011,Bangladesh,Chittagong,0,20,"Wahabbis and Sunnis clash over control over a mosque, beating rivals and setting fires."
14749,1/8/2011,Iraq,Diala,2,0,Two children are torn into pieces when Muslim terrorists detonate a bomb in a chicken coop.
14750,1/8/2011,Thailand,Yala,1,1,Islamic militants gun down a policeman in a drive-by.
14751,1/8/2011,Afghanistan,Helmand,3,1,A shop owner and two farmers are among three civilians murdered by Taliban bombers.
14752,1/8/2011,Yemen,Lahj,3,9,Islamists attack a local security post and kill three defenders.
14753,1/9/2011,Chechnya,Grozny,2,6,An electrician is among two people machine-gunned to death in their car by Mujahideen.
14754,1/9/2011,Sudan,Abyei,20,30,Twenty locals are killed in an ambush by Arab-Muslim militia.
14755,1/9/2011,Philippines,Basilan,5,1,Five traveling businessmen are flagged down and machine-gunned by Abu Sayyaf.
14756,1/9/2011,Niger,Niamey,2,0,A young French aid worker and his friend are kidnapped from a restaurant and murdered by al-Qaeda.
14757,1/9/2011,Nigeria,Borno,1,2,A guard at a church is shot to death in an Islamist drive-by.
14758,1/10/2011,Afghanistan,Kandahar,3,0,Three people are taken apart by a Fedayeen suicide bomber.
14759,1/10/2011,Thailand,Narathiwat,2,0,Two 'traitors to Islam' are shot to death on their way to work.
14760,1/10/2011,Somalia,Mogadishu,1,3,Woman and children are among the casualties when a Holy Warrior tosses a grenade into the street.
14761,1/11/2011,Dagestan,Makhachkala,1,0,A young traffic cop is murdered in an Islamist drive-by.
14762,1/11/2011,Russia,Kenzh,1,0,A folk healer is killed in his home by suspected Islamic fundamentalists.
14763,1/11/2011,Pakistan,Lahore,0,2,Two Christian women are violently beaten and humiliated by a Muslim mob over claims they had 'abused' Muhammad.
14764,1/11/2011,Dagestan,Makhachkala,1,0,A fortune teller is shot in the head by fundamentalists.
14765,1/11/2011,Thailand,Yala,2,0,Husband and wife plantation workers are murdered by Muslim terrorists.
14766,1/11/2011,Sudan,Abyei,10,18,"Ten Africans, on their way to vote for independence, are ambushed and slain by Arab tribesmen, including the mother of a 3-month-old baby - stabbed to death."
14767,1/11/2011,Pakistan,Hangu,2,0,A tribal elder and his driver are machine-gunned in their car by Mujahideen.
14768,1/11/2011,Nigeria,Kuru Station,19,3,"Children are among the victims when Muslims attack a Christian village, hacking nineteen to death and burning their homes."
14769,1/11/2011,Egypt,Samalout,1,5,A policeman boards a train and opens fire on a group of elderly Christians while yelling 'Allah Akbar.'  A 71-year-old victim dies on the scene.
14770,1/12/2011,Pakistan,Bannu,20,14,A Fedayeen suicide car bomber sends at least twenty souls to Allah.
14771,1/12/2011,Afghanistan,Kabul,2,32,Two civilians are taken down by a suicide bomber on a passenger bus.
14772,1/12/2011,Pakistan,Peshawar,2,7,Two women are blown to bits by Taliban roadside bombers.  Children are among the injured.
14773,1/12/2011,Afghanistan,Farah,2,0,Two civilians are murdered by Sunni bombers.
14774,1/13/2011,Afghanistan,Jalalabad,1,3,A child bleeds out following a bombing at a market by Islamic extremists.
14775,1/13/2011,Pakistan,Karachi,1,0,A Shia is shot to death in a targeted attack by a Sunni.
14776,1/13/2011,Pakistan,Peshawar,1,1,Terrorists murder a member of a peace committee outside a mosque.
14777,1/13/2011,Pakistan,Sardikhel,4,5,Hardliners take down five local police with a remote-controlled bomb.
14778,1/13/2011,Pakistan,Khyber,1,4,A policeman is machine-gunned to death by Islamic militants.
14779,1/13/2011,Iraq,Baghdad,2,9,Two people are killed in bombings near a mosque.
14780,1/13/2011,Afghanistan,Bannu,2,3,Fundamentalists use a bomb to kill two people.
14781,1/13/2011,Dagestan,Levashinsky,1,0,Muslim gunmen murder a man in his own home.
14782,1/13/2011,Dagestan,Makhachkala,1,1,A police officer is gunned down by Mujahideen.
14783,1/14/2011,Dagestan,Khasavyurt,4,5,"Islamists bomb a cafe, leaving four people dead."
14784,1/14/2011,Pakistan,Pakhtunkhwa,6,3,"Religion of Peace advocates slaughter a policewoman and her family in her home, including her children."
14785,1/14/2011,Afghanistan,Zabul,7,0,Taliban bombers successfully kill seven civilians riding in a car.
14786,1/15/2011,Afghanistan,Helmand,6,3,Six civilians are killed when religious extremists bomb their minivan.
14787,1/15/2011,Thailand,Pattani,1,0,A young Buddhist math teacher is shot three times in the head by Islamic terrorists.
14788,1/15/2011,Thailand,Narathiwat,1,0,A 51-year-old man is machine-gunned to death in front of a mosque.
14789,1/15/2011,Russia,Kabardino-Balkariya,1,0,An Islamic militant shoots a cattle-breeder to death for refusing to finance Jihad.
14790,1/15/2011,Chechnya,Grozny,1,2,A roadside bomb leaves one civilian dead.
14791,1/15/2011,Iraq,Mosul,0,1,A Christian doctor is brutally shot and seriously injured in a targeted hospital attack.
14792,1/16/2011,Chechnya,Grozny,1,5,"Jihadis fire into a checkpoint, killing a policeman."
14793,1/16/2011,Afghanistan,Baghlan,9,0,"Six women, two men and a child are blown to bits by Taliban bombers while traveling to a wedding."
14794,1/16/2011,Thailand,Narathiwat,1,1,A young man is shot in the head by Jihadis while drinking tea.
14795,1/16/2011,Afghanistan,Pakitya,1,2,A Taliban mine dismembers an Afghan civilian.
14796,1/17/2011,Iraq,Mosul,3,0,"Three religious minorities, a mother and two daughters, are found dead and suspected to have been murdered for their faith."
14797,1/17/2011,Iraq,Anbar,1,9,A Shahid suicide bomber kills at least one Iraqi.
14798,1/17/2011,Pakistan,Hangu,18,9,Eighteen people on a bus are ripped apart by fundamentalist bombers.
14799,1/17/2011,Somalia,Mogadishu,5,12,"Islamic militants fire a mortar into a residential area, killing five innocents."
14800,1/18/2011,Pakistan,Ghaziabad,2,0,A man hacks his wife and 17-year-old daughter to death three months apart with a meat cleaver on suspicion of 'illicit relations'.
14801,1/18/2011,Pakistan,Razmak,3,3,Three Pakistanis are killed by a Taliban rocket attack.
14802,1/18/2011,Thailand,Pattani,1,0,A 43-year-old Buddhist woman is shot in the head by militant Muslims.
14803,1/18/2011,Thailand,Narathiwat,1,0,"Four terrorists, pretending to be customers, shoot a shop owner three times in the chest."
14804,1/18/2011,Iraq,Tikrit,66,160,Sixty-six innocents are cut down by a religious radical with a ball-bearing packed suicide vest.
14805,1/18/2011,Pakistan,Hangu,4,0,Four men are brutally executed by Tehreek-e-Taliban radicals.
14806,1/18/2011,Afghanistan,Bala Murgab,1,1,An Italian soldier is shot in the head by a terrorist wearing a friendly uniform.
14807,1/19/2011,Iraq,Baqubah,15,64,Innovative Muslims use an explosives-packed ambulance to slaughter fifteen unsuspecting Iraqis.
14808,1/19/2011,Iraq,Ghalbiyah,2,16,Two Shiite pilgrims are sent to Allah by a Sunni suicide bomber.
14809,1/19/2011,Pakistan,Khyber,3,0,Three truck drivers are abducted and shot in the head at close range by Holy Warriors.
14810,1/19/2011,Philippines,Albarka,1,0,A local soldier dies from injuries suffered during an Abu Sayyaf ambush.
14811,1/19/2011,Afghanistan,Paktika,20,0,Thirteen children and six women are among twenty civilians taken out by Taliban roadside bombers.
14812,1/19/2011,Thailand,Narathiwat,4,6,Four local soldiers are killed during a surprise assault by Muslim terrorists while they are eating and playing soccer with the locals.
14813,1/19/2011,Pakistan,Peshawar,2,14,Children are among the casualties when fundamentalists bomb a school that teaches girls.
14814,1/20/2011,Afghanistan,Kandahar,1,0,Sunni fundamentalists calmly walk up to a 50-year-old man and shoot him in the back of the head.
14815,1/20/2011,Thailand,Narathiwat,2,0,Terrorists gun down a young married couple at an evening market.
14816,1/20/2011,Thailand,Yala,1,0,A 23-year-old man loses his life to an Islamic drive-by.
14817,1/20/2011,Iraq,Karbala,51,182,At least fifty Shiites are wiped out by four separate Sunni bombings at entry points to their holy city.
14818,1/20/2011,Iraq,Baqubah,3,30,"Mujahideen detonate a car bomb outside a police station, killing three Iraqis."
14819,1/20/2011,Iraq,Baghdad,1,10,A Shia pilgrim on foot is murdered by Sunni bombers.
14820,1/20/2011,Pakistan,Kurram,3,0,Three civilians are killed when their farm equipment rolls over a Taliban landmine.
14821,1/20/2011,Pakistan,Karachi,2,0,A Shia doctor is among two people killed in targeted sectarian attacks.
14822,1/20/2011,Afghanistan,Kandahar,3,4,A child is among three civilians taken down by a Taliban bomb.
14823,1/20/2011,Pakistan,Kohat,6,2,Six oil workers are shot to death by Mujahideen.
14824,1/21/2011,Pakistan,Kurram,2,0,Islamic militants shoot two villagers to death.
14825,1/22/2011,Thailand,Narathiwat,1,0,A man riding a motorcycle is murdered by Muslim gunmen.
14826,1/22/2011,Afghanistan,Ghazni,2,6,Two children are crushed to death when Wahhabi militants fire a rocket into their home.
14827,1/22/2011,Afghanistan,Helmand,1,9,A local cop is taken down by a roadside bomb.
14828,1/22/2011,Pakistan,Orakzai,3,6,Three locals are cut down by a Taliban bomb.
14829,1/23/2011,Iraq,Baghdad,10,30,Pilgrims are among ten people killed by a series of Sunni suicide bombings.
